,job_ref,job_title,location,salary,description,type,extraction_date
0,['VACN3494jfoied-'],Deep Learning Scientist,['London'],£60000 - £65000 per annum + Benefits,"Deep Learning ScientistHedgefundLondon£65,000 + benefitsTHE COMPANYHarnham are working with a very exciting hedgefund in London at the moment who are going through a fantastic period of growth and investment.They have currently hired a research team to look into using deep learning and alternative data to inform automated trading strategies. They are now looking into deep learning applications and looking for a senior Data Scientist to come on board.You will join a team of researchers with backgrounds from top universities.THE ROLEAs a Data Scientist you will be:SKILLS AND EXPERTISEYou will have:SALARY DETAILS £65,000 + benefitsHOW TO APPLY To be considered for this exciting opportunity, please submit your details using the Apply button on this page. For more information about similar roles please get in touch with Nick Mandella at Harnham.KEYWORDSData Science, Data Scientist, Machine Learning, Deep Learning, reinforcement learning, Python, SQL, Java, Hedgefund, Artificial Intelligence, Neural Networks, Kaffe, Keras, Tensorflow.Delivering advanced machine learning and deep learning to solve complex trading problemsBolstering reinforcement learning effortsResearching new and innovative techniques and strategiesCollaborating with professors and researchers from top research universities and institutions across the UK and EuropeA deep knowledge of machine learning / deep learning / reinforcement learningExcellent programming/coding abilities in PythonA Ph.D. level education in a such as Mathematics, Statistics, Deep Learning or Machine Learning.",Permanent,2019-10-23
0,['VAC36619/SL'],Data Scientist ,['London'],£30000 - £50000 per annum + Bonus + Benefits,"Data Scientist LondonDigital BrandUp to £50,000 + BenefitsThis is a fantastic opportunity to join a well renowned digital brand within their advanced analytics team, giving you the ability to advance your data science skills. This is an excellent opportunity for an analyst with experience using SAS, SQL, R or Python, to develop their skills in advanced analytics techniques.Duties and Responsibilities - Data ScientistSkills and Qualifications - Data ScientistSalary and Benefits - Data ScientistUp to £50,000 + BenefitsHow To Apply - Data ScientistPlease register your interest by submitting your CV via the apply link on this page.Key Words:SAS, SQL, R, Python, Data Scientist, Insight Analysis, Customer Insight, Customer Behaviour, Loyalty Analytics, Commercial Insight, Marketing Insight, Marketing Analytics, Segmentation, Clustering, Cluster Analysis, Regression, Propensity, Statistics, Statistical, Statistical Modelling, Modelling, LondonDesign, plan and execute the targeting of customers through the company's targeted marketing programmeCreate and establish advanced customer analytics - e.g. segmentation, cohort analysis and customer retentionUsing statistical modelling methodologies to solve queries and optimise the marketing mixManage and conduct regular post campaign analysis, delivering actionable insights and recommendations using tools such as SQL, R and PythonUniversity degree in a numerate discipline - ideally mathematics, statistics, engineering etcExperienced user of SAS, SQL, R, Python - specifically modellingPrior experience in development of targeting and customer selectionsStrong commercial awareness and ability to interact with various internal and external stakeholdersAbility to carry out a senior role within the team, as well as working independently to meet tight deadlinesWilling to learn new frameworks and languages as needed",Permanent,2019-10-23
0,['75637 - HR'],Senior Data Scientist,['London'],£550 - £600 per day,"Senior Data ScientistHampshire6-month Contract£550 per dayAs a Senior Data Scientist, you will be assisting with the implementation of an Azure Data Science platform for one of the UK's largest energy clients. You will then be required to implement Artificial Intelligence models using Python.THE COMPANY:This company are a leading UK energy firm who are aspiring to establish a Data Science driven function to maintain their position amongst their rivals. They are looking to hire a Data Architect and Scientist to implement an Azure platform. From then on, you will be required to tackle a diverse set of challenges within the energy and transmissions sector.THE ROLE:As a Senior Data Scientist, you are expected to have worked with Artificial Intelligence technologies on cloud-based platforms (preferably Azure or AWS). You will be implementing Machine Learning algorithms and Deep Learning models using TensorFlow. You will be working with geo-spatial data and building graph-based models in Python.YOUR SKILLS AND EXPERIENCE:The ideal Data Scientist will have:HOW TO APPLY:Please register your interest by sending your CV via the Apply link on this page.Expertise in PythonWorked with Machine Learning/Deep Learning techsExperience working on cloud-based platformsA degree/master's in computer science",Contract,2019-10-23
0,['046247/IWS'],Lead Analytics Consultant,"['Nottingham, Nottinghamshire']",£35000 - £65000 per annum + bonus and benefits,"Lead Analytics ConsultantNottingham Up to £75,000 + Extensive Bonus and Benefits PackageA well-known global .com data company are growing their consulting and data science team and are on the lookout for commercially minded Lead Consultants who will deliver insights and help clients better understand their data. You will use your cosnutling knowledge to help drive a new product that has been built and designed by the company. This will be used to support multiple clients across multiple areas but mainly finance and retail banks. You will play a key role for this household name and work cross-functionally, giving you fantastic exposure to all areas of the business. Lead Analytics ConsultantYou don't have to tick all of the boxes but some of the following would be relevant:Salary and BenefitsThe successful candidate can expect to earn up to £75,000 plus bonus plus benefits.    Providing insights to C-suite clients and work in a Data Science Consultant teamYou will take ownership of projects and work with board-level stakeholdersYou will work on ad-hoc projects and use the companies new data lake to provide deep-dive insightsYou will work their numerous clients e.g. banks and retailers and have global stakeholders You will have commercial experience within an analytics environment Ideally you will have experience delivering insights to stakeholdersYou will be comfortable with big data and analysing large transactional datasets with millions of rows Experience within customer insight and presenting senior stakeholders",Permanent,2019-10-23
0,['VAC-22812'],Data Scientist | Asset Management,['London'],£50000 - £650000 per annum + Benefits,"Data Scientist | Asset ManagementLead Data ScientistLondon£50,000 - £65,000 + BonusTHE COMPANYThis is a unique chance to join a brand new team being set up in a leading asset management firm based in London.You will be a key member brought in to help build a team who will focus on building data science products to support the wider business, everything from sales functions to internal investment processes.You will have the remit to build something which has never been done in the industry, as well as hire a team over time.THE ROLEYou will be:YOUR SKILLS AND EXPERIENCEYou must have:THE BENEFITS£65,000 + Benefits (including bonus)HOW TO APPLYPlease register your interest by sending your CV via the Apply link on this page.KEYWORDSR, Tableau, Python, SQL, Asset Management, machine learning, strategy, churn, propensity, data science, data scientist.Utilising data science skills on a variety of key product launches.Building an internal recommendation system to generate and keep business.Liaising with senior stakeholders Delivering effective analytics and visualisation for internal useHaving a huge impact in how data science is utilised to support investment decisionsAn MSc in a quantitative fieldExperience in programming languages such as R or PythonExperience in SQL is requiredA proven track record of delivering business insights and supporting strategic decisions through the use of data science",Permanent,2019-10-23
0,['67016/CW'],Data Scientist,"['City of London, London']",£70000 - £71000 per annum + Yes,"Data ScientistLondon, United Kingdom Salary up to £70,000 + Benefits  Data Scientist role just in, join this energy company that is using advanced analytics, Machine Learning, and real life technologies to impact the future of the UK energy industry.THE COMPANYThis is an award winning energy company that was founded in 2019. Since its creation it has grown massively and there is now a team of 80 based in London. This company is looking to continually expand through the experts that join the team, it is very important for the company to work with innovative individuals who would like to help create a sustainable future through ML and DS. THE ROLE This role will require you to work on Full Stack Data analysis, you will be required to work on descriptive, predictive and dashbaording projects. The aim of this company being to procide energy solutions and tackle climate change.Further details of the role are as follows;YOUR SKILLS AND EXPERIENCETHE BENEFITSHOW TO APPLYPlease register your interest by sending your CV Charlotte York via the apply link on this pageImprove and build advanced models within MLExplore R&DWork out what can be improved within renewable enery Create algorithms to tackle future problems Improve Data Science platforms Work with forecasting and real time analytics Work on the evolution of existing strategies Work well with stakeholdersCommunicate conclusions and results effectively Build applications to guide decisions and tradingCommercial experience Experience applying analytics in data intensive environments such as energy, tech, finance, consumer goods etcProblem solving skills Experience working with large volumes of data, experience with forecasting and time series data A innovative mindsetGood verbal and written communication skillsBA in AI, ML, DS or quantitative discipline Machine Learning experience Excellent understanding of Data Science Earning potential up to £70,000+ More",Permanent,2019-10-23
0,['VACN330'],Data Scientist,['London'],£75000 - £80000 per annum + Benefits,"Data ScientistLondon£80,000THE COMPANYHarnham are working with a well-funded technology company in the renewable energy space in London who are looking to hire a Data Scientist to their R&D team.As a company they have been developing a state-of-the-art method for converting renewable sources of energy into large-scale and useable energy for many across the UK. Your role will be to conduct exploratory research, and design machine learning algorithms to optimise their core product offering. Experience in a product environment is beneficial!THE ROLEAs a Data Scientist in this team, you will be responsible for:YOUR SKILLS AND EXPERIENCEYou must have:THE BENEFITS£80,000 + benefits, including bonus/sharesHOW TO APPLYPlease register your interest by sending your CV via the Apply link on this page. For more information about similar data science roles at Harnham please contact Nick Mandella at Harnham.KEYWORDSPython, Airflow, Docker, Spark, Kafka, machine learning, data science, data scientist, computer vision, deep learning. Optimising and designing machine learning/deep learning models for the product.Exploring new machine learning/deep learning techniques - keeping the business at the forefront of the industry.Collaborating closely with Machine Learning EngineersAn MSc or Ph.D. in Computer Science, Machine Learning, Artificial Intelligence or Mathematics1-2 years experience in a data science role where applied machine learning was a key focusStrong programming skills in PythonFamiliarity with any of the following are a plus: AWS/GCP, Spark, Kafka",Permanent,2019-10-23
0,['57168/DM9'],THE COMPANY ,['London'],£70000 - £100000 per annum,"THE COMPANY This organisation has always worked for a purpose - their purpose is to use the power of communications to make the world a better place. At their roots they are a technology company with research and innovation in their bones and a desire to be a personal, simple. and brilliant for their customers.THE ROLE In this role as a Senior Data Scientist you will be:SKILLS AND EXPERIENCETHE BENEFITS HOW TO APPLYPlease register your interest by sending your CV to Daniel Moss via the Apply link on this page Use methodical Data Science techniques to select and tune algorithms and quantify business performanceTells engaging stories in a non-technical wayCreating Machine Learning algorithms Understanding, analysing and quantifying data analysis requirements, hand on testingExperimental design and outcomes analysis/reporting Analyse complex behavioural and sensory data statistical modelsStrong commercial Python experienceExperience with Machine Learning & developing modelsStrategic thinking & problem solving skills Passion for Data ScienceUp to £100k SalaryCompetitive bonusCompetitive pension",Permanent,2019-10-23
0,['67337/CW'],Senior Marketing Data Scientist ,"['City of London, London']",£80000 - £81000 per annum + Yes,"Senior Marketing Data Scientist London, United KingdomSalary up to £80,000 + Benefits  Looking for an experienced Data Scientist to join a fast growing e-commerce business, and one of UK's most valuable start ups. Join this team and work with some talented professionals, who are looking for someone that can bring innovative ideas and knowledge to the team. THE COMPANY This is a small company that is constantly working on improving and automating Market operations, this start up is keen to use the latest technologies and since its creation it has done very well. Join a team of experts to work on key projects that will build and improve ML models to solve future problems. THE ROLE As a Senior Marketing Data Scientist, you will be working on improving marketing operations within the company, further details of the role are as follows; YOUR SKILLS AND EXPERIENCE THE BENEFITS+more!HOW TO APPLYPlease register your interest by sending your CV to Charlotte York via the apply link on this pageYou will be responsible for key projectsYou will be responsible for managing projects and leading teams You will work on complex projects Work problem solving on a daily basis Monitor the performance of ML models Create strategy through ML Develop technology that is depended on Share your expertise with other colleagues MSc or PhD in Statistics, Mathematics, Machine Learning or another Quantitative discipline Industry experience within Machine Learning Experience managing raw data Experience with exploratory analysis Experience using techniques within a business setting such as; Bayesian modelling, neural networks, graph ML, reinforcement learning You have experience in Python Software development You will be good at coding within Data Science You will have an innovative mindset and experience solving complex business problems You have curiosity to research and excellent communication skills Earning potential up to £80,000",Permanent,2019-10-23
0,['VanfNM32'],Quantitative Researcher,['London'],£55000 - £65000 per annum + Benefits,"Quantitative ResearcherLondon£60,000 base salaryTHE COMPANYHarnham are working with a leading start-up in the sports trading space, looking to add a number of key hires to their machine learning research and engineering team. This will consist of Quant Researchers, Software Engineers, Machine Learning Engineers and Machine Learning Researchers.As a Quantitative Researcher you role will be to experiment and deploy sophisticated machine learning models to optimise real-time sports betting strategies, collaborating with engineers to design and deploy.There is a close-knit team and you will have the opportunity to take full ownership over your models and their success.YOURS SKILLS AND EXPERTISEBENEFITSAs a Quantitative Researcher you could earn up to £60,000 + benefits packageHOW TO APPLYPlease register your interest by sending your CV via the Apply link on this page. For more information about similar roles, please contact Nick Mandella at Harnham.CONTACTFor further details or to enquire about other roles, please contact Nick Mandella at Harnham.KEYWORDSPython, SQL, Probabilistic Modelling, Bayesian, Naive Bayes, Software engineering, Machine Learning, ML Engineer, Data Science, Data Scientist, statistics, statistician, mathematics, probability, Quantitative Analyst, Quants, Quantitative modelling, algorithm.Ph.D. in: Statistics, Mathematics, Computer Science, Physics etc.Experience using PythonA solid background in mathematicsAn understanding to core data science principlesA passion for doing high-impact work, where you can see the benefit and direct value of your models",Permanent,2019-10-23
0,['670151/KD'],Data Scientist - Product,['London'],£70000 - £80000 per annum + benefits + bonus,"Data Scientist - ProductLondon£70,000-£80,000 + benefits + bonus This is an exciting new opportunity for growth, quick! You will be joining a rapidly expanding Data Science/Machine Learning team, getting in at this stage will lead to a fast-track in your development. As a Data Scientist in this team, you will be focusing on applying machine learning products, using large data sets including real time and historical data.  THIS COMPANY:This fast-growing ecommerce company is heavily invested in finding the next top Data Scientist. They are looking for someone to join a team that champions a data-driven approach to all business decisions. You will be working closely with teams across other business areas and communicating technical concepts to non-technical stakeholders. Joining a culture that drives pioneering ideas in data science within banking. You would also be getting excellent training and learning opportunities, reporting into the leaders in this field. THE ROLE:Working with large data sets, building advanced statistical and machine learning models to analyse how customers are using their product and producing insights off the back of this.  YOUR SKILLS AND EXPERIENCE: THE BENEFITS: HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Leading your own research into creating tailored machine learning solutions to complex problems Applying advanced predictive modelling and machine learning techniques, in Python, to large data sets to set up forecastsExperimenting with machine learning techniques using PythonUsing SQL for data manipulationEffectively delivering technical concepts to non-technical management and stakeholdersExtensive knowledge and use of Python for machine learning and SQL for manipulating dataProven commercial experience applying machine learning techniques using PythonThe successful data scientist will have industrial experience using machine learning techniques, in Python, for forecastingThe ideal candidate will have the ability to communicate heavily technical concepts in an effective way and have experience delivering such to non-technical stakeholders£70,000-£80,000 + benefits + bonusFortnightly meet ups",Permanent,2019-10-23
0,['67831/KD'],Senior Data Science Consultant,['London'],£65000 - £70000 per annum + benefits + bonus,"Senior Data Science ConsultantLondon£65,000-£70,000 + benefits Do you struggle to find the social impact in your day to day work? Do you want to work in an industry that you're genuinely proud to be a part of?I'm partnered exclusively with a highly successful specialist retail company who are looking for their next top Senior Data Science Consultant. As a Senior Data Science Consultant, you will have the opportunity to work with some of the largest data sets and in an area working on the most challenging problems in analytics. Being an integral part of this company, you will drive change by creating solutions to these problems, using advanced machine learning and AI techniques. THE COMPANYOur client is a global company who are investing massively into developing their EMEA office and understand the importance of data in the strength of a business. Thus, this company is investing heavily into finding the Senior Data Science Consultant to help them become the leaders in their field and the only choice for their clients. THE ROLEAs a Senior Data Science Consultant, you will get the opportunity to explore and create machine learning products that produce value and impact for the company. YOUR SKILLS AND EXPERIENCE THE BENEFITS  HOW TO APPLYPlease register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Advanced statistical analysis of large messy data sets using PythonBuilding machine learning models, in Python, to develop insights for the businessEffectively delivering data to management to provide insight into solving the biggest problems in the companyDeveloping AI products, in Python, for clients to provide solutions to challenges that the company facesExtensive knowledge and use of Python and/or RProven strong and varied commercial experience in building machine learning solutions in PythonThe successful Senior Data Science Consultant will have industrial experience working with big data to solve business problems to scaleThe ideal candidate will have experience in effectively presenting academic and experimental ideasKnowledge and/or experience using and applying Hadoop/Spark and AWS to big dataPreferably a PhD in machine learning or another related subject£65,000-£70,000 + benefits + bonusGlobal collaboration events",Permanent,2019-10-23
0,['670161/KD'],Implementation Machine Learning Engineer,['London'],£80000 - £90000 per annum + benefits + bonus,"Implementation Machine Learning EngineerLondon£80,000-£90,000 + benefits + bonus This is a brand-new opportunity to join a brand-new Data Science team. As a Machine Learning Engineer in this team you will be working with massive clients to build machine learning solutions, generating high value and even higher impact in the production of business insights - where small changes result in huge impact. You will be providing technical consultancy and tailoring products for their clients to improve business decisions. THE COMPANY:This global company is a renewable energy/technology company that provide consulting services. They are investing heavily into rapidly expanding their Data Science team here in the UK. Working alongside multiple teams to define complex business problems, exploring and building machine learning solutions with the pre-empting of implementation and deployment. THE ROLE:This is a client-facing role where you will be working with massive clients from a variety of industries on large, messy data sets, using Python. You will be generating high value and impact to challenging problems by building and implementing machine learning solutions to scale.Technical aspect of the role:  YOUR SKILLS AND EXPERIENCE: THE BENEFITS: HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Playing around with a wide array of data sets from all industries to build data platforms, in Python, implementing these into the companyWorking with machine learning and artificial intelligence algorithms, using Python, to develop tailored products for each of their clientsExtensive knowledge and use of Python, Hadoop and SparkThe successful Machine Learning Engineer will have proven commercial experience building and implementing data platforms in PythonExperience applying machine learning techniques in industry using Python, as well as back-end data pipeliningThe ideal candidate will have commercial experience in effectively delivering big data solutions to clients£80,000-£90,000BonusGlobal collaboration lunches",Permanent,2019-10-23
0,['67337 - SP'],SENIOR DATA SCIENTIST ,['London'],£70000 - £80000 per annum,"SENIOR DATA SCIENTIST SALARY UP TO £80,000CENTRAL LONDONAre you an experienced Data Scientist looking for an exciting new move? Are you looking to be part of an exciting business that's growing at a rapid rate? Are you looking to use Data to bring your company a strategic advantage over competitors? If yes, this role could be for you.THE COMPANY:The company is an extremely fast-growing e-commerce business and is currently one of the UK's most valuable start-ups. They are partnered with some of the world's most famous and recognisable brands and as a senior Data Scientist you will have expose to these on a daily basis.THE ROLE: The main responsibilities for this role will include:YOUR SKILLS AND EXPERIENCES: The main skills and experiences you will need for this role are:THE BENEFITS: HOW TO APPLY:Please register your interest by sending your CV to Sam Phillips via the apply link on this page.Improving and automating marketing operations,Implement ideas into production as quickly and as efficiently as possible,Impacting companies revenue by improving performance of certain key marketing channels,Collaborating with different teams to deliver key projects to the business,Mentoring junior members of the team.A MSc or PhD in a related STEM subject,Extensive industry experience in a Data Science or Machine Learning role, ideally related to marketing problems,Industry experience and a proven ability to write high quality code,Proven ability to implement end to end Machine learning models,Strong commercial exposure with Python software development.A base salary of up to £80,000,Strong benefits.",Permanent,2019-10-23
0,['46945 - SP'],DATA SCIENTIST,['London'],£70000 - £80000 per annum + + Strong Benefits,"DATA SCIENTISTBASE SALARY UP TO £80,000 + STRONG BENEFITSCENTRAL LONDONAre you an experienced Data Scientist looking for an exciting career move? Are you looking to use the latest tools are tech in your new role? In a company that values it's culture as highly as it values results.THE COMPANY:This consultancy company is looking for a Data Scientist to join their award-winning team. They specialise in renewable energy & financial services. And are looking to continue their exciting and ambitious expansion plans.THE ROLE:The main responsibilities for this role will include:YOUR SKILLS AND EXPERIENCES: THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Sam Phillips via the link on this page.Improving the companies modelling architecture and data structure,Streamlining and automating processes,Interpreting new trends in data,Prosing new models than can provide value to clients,Data visualisation.BSc or MSc in computer science, physics, maths or similar,Proven strong commercial maths ability and an interest in modelling and Machine learning,Advanced programming in Python or R, Web-scrapping and API.Strong commercial data handling skills and SQL skills.Proven ability with data visualisation tools gained in a commercial setting, specifically in PowerBI.Base salary up to £80,000,Private medical insurance,Travel insuranceLife insurance",Permanent,2019-10-23
0,['65602 - HR'],Data Scientist,['London'],£500 - £600 per day,"Data Scientist£550 per day9-monthsCentral LondonAs a Data Scientist, you will be working in one of the most exciting teams in the UK. You will be working on a brand-new product for an established transportation company.THE COMPANY:This company are a leading transportation company who use data to harness their success. The bulk of their products are built using AI which has proven to be hugely effective over the past few years. They have access to large data sets and have a strong Engineering team that allows the Data Scientists to use accurate data. They have augmented a team of highly intelligent Data Scientists who have introduced ML and DL to allow their products to become much more efficient in comparison to their competitors.THE ROLE:As a Data Scientist you will be working on a brand-new product, working alongside product teams to understand the specific requirements. You will be gathering data from their AWS EMR cluster and then building a recommendation engine using PySpark to productionise the necessary Deep Learning algorithms. You are required to have a good understanding of big data technologies and the ability to write production level code in order to ensure your models work in a live environment. Stakeholder management skills are vital since you will be working with a variety of teams.YOUR SKILLS AND EXPERIENCE:As a Data Scientist, you will have:HOW TO APPLY:Please register your interest by sending your CV via the Apply link on this page.Experience deploying ML/DL algorithms written in PythonA good understanding of scaling products using PySparkKnowledge of AWS and it's components like EMRA PhD or Masters in a statistical related subject",Contract,2019-10-23
0,['625882/KD'],Innovative Lead Data Scientist,['London'],£70000 - £80000 per annum + benefits + bonus,"Innovative Lead Data ScientistLondon£70,000 - £80,000 + benefits + bonusWork for a company you love, doing cutting-edge machine learning! This is a brand-new opportunity to join a Data Science team that focus on pioneering leading ideas within this fresh area, driving the company to understand their customers better than anyone else for that competitive edge. As a Lead Data Scientist in this team, your primary motivation will be to explore state-of-the-art techniques to deliver high impact solutions. You will be using advanced statistical and machine learning modelling to improve customer experience by personalisation.THE COMPANY:This household name consulting company are committed to providing their customers with the best possible service, better than their competitors. No fear though, although a consultancy their remit is London-based. With a clear vision and business plan, they understand that the only way to do this is by championing a data-driven approach to every business decision. You will be joining a culture that pioneers ideas in natural language processing applied to customer analytics and gain excellent training and learning opportunities, reporting to one of the leaders in this field.THE ROLE:Performing experimental techniques and advanced tools to deliver machine learning models in real-time, generating massive impact. This is a great opportunity for a Lead Data Scientist to take on some more leadership responsibilities and be an inspiration to the rest of their team.YOUR SKILLS AND EXPERIENCE:BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Working closely with the CRM team to drive personalisation by using customer data to deliver machine learning models in Python and/or RProjects include scanning customer emails using NLP techniques, in Python, to determine customer behaviour and create personalisationExtensive experience using Python and/or R and google cloud platformThe successful candidate will have commercial experience delivering machine learning models in customer analytics, using Python and/or RThe ideal candidate will have experience leading a team and taking part in mentoring and trainingExperience deploying real-time system solutions in a commercial role is desirable£70,000-£80,000Bonus",Permanent,2019-10-23
0,['67097ME'],Data Scientist - Utilities,"['Reading, Berkshire']",£550 - £600 per day + 2 days working from home,"Data Scientist - Utilities£550-£600 2 days of flexible workingReading6 months The CompanyAs a Data Scientist you will be join one of the largest utility companies in the UK. You will be involved in projects, mainly focusing around renewable energy in a team with large amounts of predicted growth working with innovative and exciting technology. The Role As a Data Scientist you will be using Python to build data models. Working in small, agile teams you will be working with cutting edge technology to provide innovative solutions to problems and help build an advanced cloud analytic platform using a multitude of data sources as well as employ your in-depth skills in Tableau to visualise the data. Responsibilities as a Data ScientistSkills and experience required How to ApplyPlease register your interest by sending your CV to Murray Eccleston via the Apply link on this page.Experienced building models using PythonCommunicate insights to other parts of the business and senior stakeholdersWorking to provide relevant and useful advice to key members of the leadership teamWork alongside cloud development, data engineering and DevOps teams in order to provide technical solutions to business problemsStrong programming skillsExperienced in data visualisation, working with large and complex data-sets using tools such as TableauEducated to PhD or MSc level in a STEM subject, Computer/Data Science or Engineering disciplineExposure to Cloud systems such as Microsoft Azure ",Contract,2019-10-23
0,['VACN328rj-2-2'],Data Scientist,['London'],£70000 - £75000 per annum + Benefits,"Data ScientistHealthcare£75,000 + benefitsOVERVIEWHarnham are currently partnering with an industry disrupting health-tech company in London who use AI and machine learning to bring affordable healthcare to millions around the globe.As part of their tremendous growth, they are not looking for data scientists to come in and work on a specific set of challenges, using advanced analytics and machine learning to optimise and improve business decisions in a number of key areas.This could be in relation to customer experience, supply chain optimisation, prescription services and product development!If you want to join a billion-dollar valued business in changing the face of healthcare on a global-scale, this is a great company for you. Meaningful and impactful data science work which really will make a difference.THE ROLEOn a daily basis you will be:SKILLS AND EXPERTISEYou must have:SALARYIn this role you could earn up to £75,000 + benefits.HOW TO APPLYTo be considered for this exciting opportunity, please submit your details using the Apply button on this page. Or for more information regarding other roles please contact Nick Mandella at Harnham.KEYWORDSPython, R, SQL, machine learning, statistics, statistical analysis, Data Scientist, Data Science, healthcare, analyst, analytics, data. Using advanced data science to optimise a number of business processesChallenging the status quo in the healthcare spaceMaking healthcare more accessible for millions of people around the worldDriving initiatives to support growth and increase revenuesExperimenting with large data sets, formulating hypotheses and using your statistical/machine learning knowledge to generate insights'Wearing many hats' and working across a wide variety of business problemsA proven experience in programming with Python (or R)An MSc or Ph.D. in a quantitative discipline (e.g. Maths, Stats, Computer Science, Physics etc)Knowledge of a database query language (SQL preferred)A passion for healthcareA pragmatic attitude and willingness to tackle a variety of business problems",Permanent,2019-10-23
0,['49489/AG'],Senior Data Scientist  £500- £550 per day London based12 months ,"['City of London, London']",£500 - £600 per day,"Senior Data Scientist  £500- £550 per day London based12 months Are you looking for an opportunity to join a team of Data Scientists in building different price prediction models using Neural networks? Please apply below!THE COMPANY: As a Senior Data Scientist, you will have the chance to work for a leading e-commerce company in helping building different models within products. You will be working alongside both Data Scientists, Product Owners and analysts in 2 week agile sprints. You will be based in a modern London office. THE ROLE:As a Senior Data Scientist be looking into how different products are built and the intelligence you can help build into them. As a Senior Data Scientist you will be working closely with the Product Analyst who sits in the wider product organisation to help build different pricing models. As a Senior Data Scientist you will be using Python, especially Pandas. As a Senior Data Scientist you will be helping to build models using Spark in EMR and then looking how you can drive value in these models through different data science techniques. As a Senior Data Scientist you must have experience using Neural Networks, Tenser Flow or Keras as you will be using these tools to build price prediction models. As a Senior Data Scientist you will be expected to present your ideas to senior stakeholders and other members of the wider product team so you must be able to demonstrate you are an effective communicator. Previous experience working as a Data Scientist in e-commerce is highly valuable as you will be dealing with data sources such as customer data, product data and tracking data. YOUR SKILLS AND EXPERIENCE: The successful Senior Data Scientist will have the following skills and experience:The ideal candidate will have THE BENEFITS:  HOW TO APPLY:  Please register your interest by sending your CV to Anna Greenhill via the Apply link on this page.  Extensive experience with Python and a good understanding of its libraries; Pandas, NumPy, SciPyCommercial experience working on different customisation and recommendation models Excellent knowledge of AWSUsed Pyspark for ETL development and model building Good commercial use of Neural Networks Previously dealt with senior stakeholdersPHD in Computer Science or equivalentPrevious experience within the e-commerce industryThe chance to work on different price modellers within productsA competitive day rate of up to £550",Contract,2019-10-23
0,['62017/RK'],Senior Data Scientist - CIU,['London'],£60000 - £70000 per annum,"Senior Data Scientist - CIU£65,000 + car allowanceLondonAre you wanting to use your statistical and analytical expertise to drive customer growth?THE COMPANY:You will be working for one of the leading retailers in the UK, that have a huge footprint in their industry and have over 200,000 employees. They're wanting an experience Senior Data Scientist to add value to their team.THE ROLE:As a Senior Data Scientist you will be using your skills to drive customer growth and loyalty analytics.In specific, you can expect to:SKILLS AND EXPERIENCE:The successful Senior Data Scientist will have the following skills and experience:THE BENEFITS:The successful Senior Data Scientist will receive a salary of £65,000 with a £5,000 car allowance as well as a competitive packagePlease register your interest by sending your CV to Rhiannon Knight via the Apply link on this page.Use your knowledge of Data Science techniques to deliver complex projectsDeliver high quality actionable Data Science by performing ad hoc analysis to predict and measure business trendsWork alongside the Lead Data Scientist to develop the Data Science agenda within Customer InsightEngaging with Customer Insight Analysts, coaching Data Scientists and upskilling Business AnalystsExperience in developing and deploying machine learning algorithms using Python or RProficient with SQLPrior experience of using Apache Spark to develop and deploy data science projectsExpert in mining large & complex data setsConsiderable experience working as a data scientistPhD or MSc. in a numerate subject e.g. Machine Learning, Computer Science, Statistics",Permanent,2019-10-23
0,['34244/IWS'],Lead Data Scientist,['London'],£80000 - £120000 per annum + bonus and benefits,"Lead Data ScientistLondonUp to £120,000 + 80% Bonus potential (depending on experience)The biggest and most successful international tobacco company are looking for a passionate, curious and technically capable Lead Data Scientist. You will be the key person to set up the Data Science Capability which will include developing and managing your own team as well as being hands-on. You will introduce machine learning and AI and have a significant impact on this global powerhouse.This is a fantastic role for an ambitious and confident Data Scientist. Lead Data ScientistYou don't have to tick all the boxes but some of the following would be relevant:Salary and BenefitsThe successful candidate can expect to earn up to £120,000 plus 80% bonus plus benefits. You will work on multiple insights projects alongside the leadership team and CEO You will build the entire Data Science capabilityYou will manage and develop a teamYou will introduce machine learning and AIYou will take ownership of projects and work with board-level stakeholdersYou will work on ad-hoc projects and use their wide range of data sources to provide deep-dive insightData Science background- including Python, R, Machine Learning, Advanced Analytics, Team management Experience in FMCG or consumer packaged goods or equivalent Commercial outlook with a focus on driving business change Ability to influence senior stakeholders ",Permanent,2019-10-23
